Weather_ID,Date,Location,Temperature_C,Rainfall_mm,Humidity_Percentage,Weather_Condition,Working_Days_Lost,Weather_Impact
W047,2026-02-16,Kolkata,21.61797131,0.662457527,55.23189344,Clear,0,Low
W048,2026-02-17,Kolkata,25.87327388,2.779736677,57.95030167,Light Rain,0,Low
W049,2026-02-18,Kolkata,21.43554505,0.111438127,70.93466798,Clear,0,Low
W050,2026-02-19,Kolkata,26.59592463,3.281649382,54.32585044,Light Rain,0,Low
W051,2026-02-20,Kolkata,25.83069076,0.354572618,56.21489043,Clear,0,Low
W052,2026-02-21,Kolkata,23.63499832,0.330321547,60.30522412,Clear,0,Low
W053,2026-02-22,Kolkata,20.28867428,1.432998144,56.67475774,Light Rain,0,Low
W054,2026-02-23,Kolkata,23.16068676,1.209752514,54.62771747,Light Rain,0,Low
W055,2026-02-24,Kolkata,25.45686944,0.295616052,55.12843904,Clear,0,Low
W056,2026-02-25,Kolkata,21.06916503,0.08150627,52.23412816,Clear,0,Low
W057,2026-02-26,Kolkata,27.02383668,0.03622857,57.0190541,Clear,0,Low
W058,2026-02-27,Kolkata,23.95664932,1.539326092,57.53871374,Light Rain,0,Low
W059,2026-02-28,Kolkata,23.09120995,0.023702282,58.23527201,Clear,0,Low
W060,2026-03-01,Kolkata,26.6329271,0.24881867,55.91197846,Clear,0,Low
W061,2026-03-02,Kolkata,26.47207029,0.891396218,68.48275425,Clear,0,Low
W062,2026-03-03,Kolkata,30.27937149,0.188251507,57.76052174,Clear,0,Low
W063,2026-03-04,Kolkata,25.17840181,0.064392652,60.56540414,Clear,0,Low
W064,2026-03-05,Kolkata,27.36838702,0.119340463,65.7256288,Clear,0,Low
W065,2026-03-06,Kolkata,24.65732142,0.213611042,63.70842158,Clear,0,Low
W066,2026-03-07,Kolkata,28.54307864,1.981571697,58.70920021,Light Rain,0,Low
W067,2026-03-08,Kolkata,30.08757006,0.314240987,57.7415598,Clear,0,Low
W068,2026-03-09,Kolkata,26.87599214,0.159555456,60.43212485,Clear,0,Low
W069,2026-03-10,Kolkata,27.09789084,0.045366348,74.29331648,Clear,0,Low
W070,2026-03-11,Kolkata,26.75969065,0.026111608,69.21989144,Clear,0,Low
W071,2026-03-12,Kolkata,25.45431697,5.503598816,71.14399771,Light Rain,0,Low
W072,2026-03-13,Kolkata,25.12534236,2.53461721,63.19440615,Light Rain,0,Low
W073,2026-03-14,Kolkata,31.56025096,0.454450295,60.47743555,Clear,0,Low
W074,2026-03-15,Kolkata,27.35612315,0.014007806,61.09914033,Clear,0,Low
W075,2026-03-16,Kolkata,25.84980664,2.350153188,69.54905253,Light Rain,0,Low
W076,2026-03-17,Kolkata,23.49785466,1.383902909,65.07795172,Light Rain,0,Low
W077,2026-03-18,Kolkata,29.36904967,1.048026145,52.91112665,Light Rain,0,Low
W078,2026-03-19,Kolkata,30.86616558,1.047992482,63.30351104,Light Rain,0,Low
W079,2026-03-20,Kolkata,27.3773182,0.94865286,65.67724678,Clear,0,Low
W080,2026-03-21,Kolkata,28.29350878,3.93806388,55.32847244,Light Rain,0,Low
W081,2026-03-22,Kolkata,27.91626773,2.651770823,65.87845386,Light Rain,0,Low
W082,2026-03-23,Kolkata,27.46839724,0.211067226,69.41170127,Clear,0,Low
W083,2026-03-24,Kolkata,25.62709592,0.676543278,61.54709943,Clear,0,Low
W084,2026-03-25,Kolkata,27.48314989,34.58294715,54.18846299,Thunderstorm,0.5,Medium
W085,2026-03-26,Kolkata,27.26376371,6.352871939,59.51665429,Light Rain,0,Low
W086,2026-03-27,Kolkata,27.10458316,4.670343364,70.20067156,Light Rain,0,Low
W087,2026-03-28,Kolkata,29.37084489,5.614076509,55.71091673,Light Rain,0,Low
W088,2026-03-29,Kolkata,30.13435524,0.038822767,60.97713962,Clear,0,Low
W089,2026-03-30,Kolkata,25.22669316,0.598497418,64.74418628,Clear,0,Low
W090,2026-03-31,Kolkata,29.5728397,1.967595062,57.59458773,Light Rain,0,Low
W091,2026-04-01,Kolkata,31.03687741,1.319250493,74.97036082,Light Rain,0,Low
W092,2026-04-02,Kolkata,30.98192704,5.629504718,72.71213124,Light Rain,0,Low
W093,2026-04-03,Kolkata,35.55261653,3.956404088,82.85538253,Light Rain,0,Low
W094,2026-04-04,Kolkata,28.38816572,6.356822933,58.8159999,Light Rain,0,Low
W095,2026-04-05,Kolkata,31.02447127,14.01438915,51.29770969,Rain,0,Low
W096,2026-04-06,Kolkata,33.18906771,3.955756464,72.03676164,Light Rain,0,Low
W097,2026-04-07,Kolkata,32.38467548,7.049686825,76.71634858,Light Rain,0,Low
W098,2026-04-08,Kolkata,31.02948409,3.164077988,66.36142549,Light Rain,0,Low
W099,2026-04-09,Kolkata,28.7467044,11.84933032,65.47770689,Rain,0,Low
W100,2026-04-10,Kolkata,29.26966675,0.960063369,74.11636378,Clear,0,Low
W101,2026-04-11,Kolkata,30.94677125,4.546691938,64.06052317,Light Rain,0,Low
W102,2026-04-12,Kolkata,32.14050632,4.798775509,62.31077127,Light Rain,0,Low
W103,2026-04-13,Kolkata,31.13414839,9.607430864,78.64667613,Light Rain,0,Low
W104,2026-04-14,Kolkata,30.99080665,59.15212424,64.64223316,Thunderstorm,1,High
W105,2026-04-15,Kolkata,28.09130542,2.45170019,73.57235432,Light Rain,0,Low
W106,2026-04-16,Kolkata,33.38083413,76.0916378,64.35064917,Thunderstorm,1,High
W107,2026-04-17,Kolkata,27.89665778,2.023818043,60.10095055,Light Rain,0,Low
W108,2026-04-18,Kolkata,28.58417482,3.657076276,64.65428761,Light Rain,0,Low
W109,2026-04-19,Kolkata,35.99314765,2.22433588,67.85988079,Light Rain,0,Low
W110,2026-04-20,Kolkata,30.22493638,12.65152147,56.81594797,Rain,0,Low
W111,2026-04-21,Kolkata,34.81925532,4.905825474,64.23706801,Light Rain,0,Low
W112,2026-04-22,Kolkata,33.39836527,0.425330582,62.86623966,Clear,0,Low
W113,2026-04-23,Kolkata,32.69066422,2.632112237,67.37181203,Light Rain,0,Low
W114,2026-04-24,Kolkata,27.82035111,75.26411033,72.1942191,Heavy Rain,1,High
W115,2026-04-25,Kolkata,34.61687989,3.071816476,67.84408705,Light Rain,0,Low
W116,2026-04-26,Kolkata,30.69285822,6.568299175,70.34321435,Light Rain,0,Low
W117,2026-04-27,Kolkata,27.60834504,8.978008428,82.36413737,Light Rain,0,Low
W118,2026-04-28,Kolkata,30.598597,1.206234718,72.37645782,Light Rain,0,Low
W119,2026-04-29,Kolkata,32.01387186,1.818563534,66.12675094,Light Rain,0,Low
W120,2026-04-30,Kolkata,34.80536814,8.848599318,63.71882934,Light Rain,0,Low
W121,2026-05-01,Kolkata,31.01620506,83.78225557,68.02765477,Heavy Rain,1,High
W122,2026-05-02,Kolkata,30.84912957,6.815510925,73.36992819,Light Rain,0,Low
W123,2026-05-03,Kolkata,36.84498088,3.24171121,64.13466728,Light Rain,0,Low
W124,2026-05-04,Kolkata,28.09570377,2.490997241,76.98145609,Light Rain,0,Low
W125,2026-05-05,Kolkata,30.48111441,6.16014804,82.51080552,Light Rain,0,Low
W126,2026-05-06,Kolkata,31.21800462,2.938110999,68.44207401,Light Rain,0,Low
W127,2026-05-07,Kolkata,27.26754887,3.973762553,75.03799225,Light Rain,0,Low
W128,2026-05-08,Kolkata,32.29341948,0.963556358,82.04442196,Cloudy,0,Low
W129,2026-05-09,Kolkata,27.77588756,17.27015486,79.22270234,Rain,0,Low
W130,2026-05-10,Kolkata,33.07889336,2.791126278,80.40687871,Light Rain,0,Low
W131,2026-05-11,Kolkata,31.66828097,5.968385571,77.78949088,Light Rain,0,Low
W132,2026-05-12,Kolkata,30.71119835,5.907145263,64.31307454,Light Rain,0,Low
W133,2026-05-13,Kolkata,31.27995447,6.325186466,79.295407,Light Rain,0,Low
W134,2026-05-14,Kolkata,24.6266116,0.129168589,67.16234055,Clear,0,Low
W135,2026-05-15,Kolkata,32.94083481,12.51620355,75.50572964,Rain,0,Low
W136,2026-05-16,Kolkata,29.60878515,8.110006656,82.84438341,Light Rain,0,Low
W137,2026-05-17,Kolkata,28.90169711,16.83532122,82.93881563,Rain,0,Low
W138,2026-05-18,Kolkata,31.93646039,8.030524966,66.40305358,Light Rain,0,Low
W139,2026-05-19,Kolkata,32.55875292,8.668430766,64.32584915,Light Rain,0,Low
W140,2026-05-20,Kolkata,30.86980054,5.869746342,83.89467046,Light Rain,0,Low
W141,2026-05-21,Kolkata,28.82253727,8.54616604,82.56887805,Light Rain,0,Low
W142,2026-05-22,Kolkata,33.27917684,1.015855651,78.29987578,Light Rain,0,Low
W143,2026-05-23,Kolkata,39.85681289,7.446411542,78.83897469,Light Rain,0,Low
W144,2026-05-24,Kolkata,30.52983749,5.340062045,70.25779832,Light Rain,0,Low
W145,2026-05-25,Kolkata,30.65056802,4.754725381,65.54204039,Light Rain,0,Low
W146,2026-05-26,Kolkata,32.56734626,14.83922652,81.17980679,Rain,0,Low
W147,2026-05-27,Kolkata,32.59977235,46.26718983,70.72174339,Heavy Rain,1,High
W148,2026-05-28,Kolkata,31.5555438,1.169626867,80.45719013,Light Rain,0,Low
W149,2026-05-29,Kolkata,27.64949072,2.659431357,82.76022496,Light Rain,0,Low
W150,2026-05-30,Kolkata,29.20364756,14.66480163,72.52960959,Rain,0,Low
W151,2026-05-31,Kolkata,32.42856805,0.853094174,66.65297621,Clear,0,Low
W152,2026-06-01,Kolkata,31.25210017,8.977239524,87.41006738,Light Rain,0,Low
W153,2026-06-02,Kolkata,29.73216219,7.578418218,79.72712062,Light Rain,0,Low
W154,2026-06-03,Kolkata,29.61072346,78.44697206,74.84988944,Thunderstorm,1,High
W155,2026-06-04,Kolkata,29.57388741,12.4821949,67.79690226,Rain,0,Low
W156,2026-06-05,Kolkata,33.48612042,5.009307342,71.90692116,Light Rain,0,Low
W157,2026-06-06,Kolkata,29.93061468,9.203975435,72.06151952,Light Rain,0,Low
W158,2026-06-07,Kolkata,28.4169968,0.753564816,77.71580581,Cloudy,0,Low
W159,2026-06-08,Kolkata,28.49906365,4.347913451,78.88229542,Light Rain,0,Low
W160,2026-06-09,Kolkata,26.45010241,3.934619582,82.92726953,Light Rain,0,Low
W161,2026-06-10,Kolkata,33.86772033,8.042644279,72.5108126,Light Rain,0,Low
W162,2026-06-11,Kolkata,33.75508743,8.863703625,83.9314721,Light Rain,0,Low
W163,2026-06-12,Kolkata,30.35982763,2.574297004,70.94841474,Light Rain,0,Low
W164,2026-06-13,Kolkata,26.25474063,1.325424448,83.48101158,Light Rain,0,Low
W165,2026-06-14,Kolkata,27.52803101,1.820525451,80.53063191,Light Rain,0,Low
W166,2026-06-15,Kolkata,29.66631143,1.583429295,84.14260713,Light Rain,0,Low
W167,2026-06-16,Kolkata,27.58072444,1.385090051,72.29992892,Light Rain,0,Low
W168,2026-06-17,Kolkata,28.63790071,10.22407526,73.67387911,Rain,0,Low
W169,2026-06-18,Kolkata,31.26762832,19.88017586,70.5066967,Rain,0,Low
W170,2026-06-19,Kolkata,30.54562972,75.74527761,80.54835522,Thunderstorm,1,High
W171,2026-06-20,Kolkata,30.9037943,3.518771713,81.38851417,Light Rain,0,Low
W172,2026-06-21,Kolkata,33.23768126,1.046184408,81.06690823,Light Rain,0,Low
W173,2026-06-22,Kolkata,27.92449433,3.078898731,72.04225004,Light Rain,0,Low
W174,2026-06-23,Kolkata,29.63304997,14.54600585,76.31074638,Rain,0,Low
W175,2026-06-24,Kolkata,31.2621982,14.57396609,74.81463377,Rain,0,Low
W176,2026-06-25,Kolkata,30.55593228,5.84950938,79.67966555,Light Rain,0,Low
W177,2026-06-26,Kolkata,32.9421551,5.500808026,71.74344812,Light Rain,0,Low
W178,2026-06-27,Kolkata,36.05786987,43.90495797,84.29894867,Thunderstorm,1,High
W179,2026-06-28,Kolkata,29.30850166,12.79712751,84.9837212,Rain,0,Low
W180,2026-06-29,Kolkata,29.17763424,7.121813485,78.74099929,Light Rain,0,Low
W181,2026-06-30,Kolkata,31.67715363,9.341221175,75.44495138,Light Rain,0,Low
W182,2026-07-01,Kolkata,28.08023582,7.52443367,84.25028289,Light Rain,0,Low
W183,2026-07-02,Kolkata,27.86961034,34.47626957,79.92193899,Thunderstorm,0.5,Medium
W184,2026-07-03,Kolkata,25.92664375,2.44759688,86.63418607,Light Rain,0,Low
W185,2026-07-04,Kolkata,29.01840796,0.682645103,73.94004035,Clear,0,Low
W186,2026-07-05,Kolkata,27.66423241,5.460267621,86.18234716,Light Rain,0,Low
W187,2026-07-06,Kolkata,30.16281766,7.595288041,87.87843064,Light Rain,0,Low
W188,2026-07-07,Kolkata,27.75658634,4.161476902,86.80752186,Light Rain,0,Low
W189,2026-07-08,Kolkata,30.90165567,3.835532833,74.68134672,Light Rain,0,Low
W190,2026-07-09,Kolkata,31.80605377,26.40955334,82.40816149,Rain,0.5,Medium
W191,2026-07-10,Kolkata,32.30704311,13.13508489,90.90177124,Rain,0,Low
W192,2026-07-11,Kolkata,24.99347971,4.680902623,89.61556597,Light Rain,0,Low
W193,2026-07-12,Kolkata,25.86125242,0.45958065,84.66848565,Cloudy,0,Low
W194,2026-07-13,Kolkata,27.33390778,3.371086893,66.28650454,Light Rain,0,Low
W195,2026-07-14,Kolkata,28.34341236,24.01562135,89.11501942,Rain,0.5,Medium
W196,2026-07-15,Kolkata,27.74861213,2.719975153,79.31665078,Light Rain,0,Low
W197,2026-07-16,Kolkata,27.96252629,6.423435663,83.89157113,Light Rain,0,Low
W198,2026-07-17,Kolkata,25.05752772,15.32836872,79.7074589,Rain,0,Low
W199,2026-07-18,Kolkata,28.7883383,4.970731263,93.19682196,Light Rain,0,Low
W200,2026-07-19,Kolkata,29.40591882,1.910179799,93.96039333,Light Rain,0,Low
W201,2026-07-20,Kolkata,27.3708441,7.390216864,81.41993765,Light Rain,0,Low
W202,2026-07-21,Kolkata,27.52206442,1.081113536,86.49060887,Light Rain,0,Low
W203,2026-07-22,Kolkata,31.55001218,1.109227014,80.25083695,Light Rain,0,Low
W204,2026-07-23,Kolkata,29.24188316,8.652818784,71.35621811,Light Rain,0,Low
W205,2026-07-24,Kolkata,30.51854225,11.68199338,77.58692463,Rain,0,Low
W206,2026-07-25,Kolkata,31.06014441,1.586794858,81.7525934,Light Rain,0,Low
W207,2026-07-26,Kolkata,28.17717536,11.81187871,84.6269933,Rain,0,Low
W208,2026-07-27,Kolkata,29.10199217,13.38853552,83.8722283,Rain,0,Low
W209,2026-07-28,Kolkata,29.47179899,19.21992048,78.08690648,Rain,0,Low
W210,2026-07-29,Kolkata,30.64828597,4.031902574,75.23518661,Light Rain,0,Low
W211,2026-07-30,Kolkata,31.94004642,11.40260924,93.24295298,Rain,0,Low
W212,2026-07-31,Kolkata,32.07069874,6.249296161,88.09647968,Light Rain,0,Low
W213,2026-08-01,Kolkata,27.87904675,0.803582408,74.79262449,Clear,0,Low
W214,2026-08-02,Kolkata,30.63549505,7.763934232,78.03490678,Light Rain,0,Low
W215,2026-08-03,Kolkata,29.32141073,1.160881923,72.59671494,Light Rain,0,Low
W216,2026-08-04,Kolkata,27.26561246,3.696585847,73.82214941,Light Rain,0,Low
W217,2026-08-05,Kolkata,27.87324834,4.911241902,84.0847711,Light Rain,0,Low
W218,2026-08-06,Kolkata,29.44704074,16.61932386,96.3076988,Rain,0,Low
W219,2026-08-07,Kolkata,29.21094251,0.864980427,83.35976507,Cloudy,0,Low
W220,2026-08-08,Kolkata,28.74115755,12.88231371,79.54904258,Rain,0,Low
W221,2026-08-09,Kolkata,33.51880063,2.233557377,85.20764834,Light Rain,0,Low
W222,2026-08-10,Kolkata,31.16621127,9.056396755,96.06085548,Light Rain,0,Low
W223,2026-08-11,Kolkata,29.46138161,16.45849293,76.72544876,Rain,0,Low
W224,2026-08-12,Kolkata,28.35761702,0.63747722,71.71390807,Clear,0,Low
W225,2026-08-13,Kolkata,28.18560618,4.652165011,79.75332899,Light Rain,0,Low
W226,2026-08-14,Kolkata,24.63124222,2.391542345,82.02300049,Light Rain,0,Low
W227,2026-08-15,Kolkata,26.98056763,5.321458822,81.94878707,Light Rain,0,Low
W228,2026-08-16,Kolkata,28.88299267,2.971320374,98,Light Rain,0,Low
W229,2026-08-17,Kolkata,30.60908362,3.937727561,84.02641086,Light Rain,0,Low
W230,2026-08-18,Kolkata,29.71614137,5.850242599,96.20052086,Light Rain,0,Low
W231,2026-08-19,Kolkata,27.087813,13.56215516,80.17641492,Rain,0,Low
W232,2026-08-20,Kolkata,27.93610572,11.15068458,97.26963056,Rain,0,Low
W233,2026-08-21,Kolkata,29.54159662,5.322161544,79.86156379,Light Rain,0,Low
W234,2026-08-22,Kolkata,28.22460879,11.10530125,88.40554967,Rain,0,Low
W235,2026-08-23,Kolkata,31.42759705,4.224039264,78.85250537,Light Rain,0,Low
W236,2026-08-24,Kolkata,29.27316351,5.954288636,82.21984751,Light Rain,0,Low
W237,2026-08-25,Kolkata,30.00113169,1.468043709,68.22652562,Light Rain,0,Low
W238,2026-08-26,Kolkata,25.03398619,1.370971801,82.22210439,Light Rain,0,Low
W239,2026-08-27,Kolkata,29.65650112,18.20331589,75.07720093,Rain,0,Low
W240,2026-08-28,Kolkata,30.31924952,1.020629172,76.9940135,Light Rain,0,Low
W241,2026-08-29,Kolkata,27.1874386,9.193715666,82.54824484,Light Rain,0,Low
W242,2026-08-30,Kolkata,29.04929593,3.903232767,85.78091677,Light Rain,0,Low
W243,2026-08-31,Kolkata,27.77674304,73.97407883,81.58418089,Thunderstorm,1,High
W244,2026-09-01,Kolkata,27.89262994,3.326570183,76.4941119,Light Rain,0,Low
W245,2026-09-02,Kolkata,28.70764903,3.230239677,55.29553033,Light Rain,0,Low
W246,2026-09-03,Kolkata,31.87993409,5.119809411,78.68604357,Light Rain,0,Low
W247,2026-09-04,Kolkata,27.74055324,10.05869092,71.70711772,Rain,0,Low
W248,2026-09-05,Kolkata,32.29227392,3.977188014,74.758871,Light Rain,0,Low
W249,2026-09-06,Kolkata,29.47670222,12.03121827,84.63044214,Rain,0,Low
W250,2026-09-07,Kolkata,32.80964451,6.173718273,75.91337604,Light Rain,0,Low
W251,2026-09-08,Kolkata,28.71157372,0.260630896,83.89324429,Cloudy,0,Low
W252,2026-09-09,Kolkata,32.23345866,2.918977606,80.21048723,Light Rain,0,Low
W253,2026-09-10,Kolkata,26.5152584,0.948257589,69.06387559,Clear,0,Low
W254,2026-09-11,Kolkata,29.64605044,8.67912885,81.31685151,Light Rain,0,Low
W255,2026-09-12,Kolkata,28.79220088,8.440829654,78.31650729,Light Rain,0,Low
W256,2026-09-13,Kolkata,30.65153996,7.852535784,80.56647663,Light Rain,0,Low
W257,2026-09-14,Kolkata,28.56429842,16.68171338,60.04773126,Rain,0,Low
W258,2026-09-15,Kolkata,29.33631556,3.399378463,84.87099029,Light Rain,0,Low
W259,2026-09-16,Kolkata,29.51139318,15.46361378,70.82848524,Rain,0,Low
W260,2026-09-17,Kolkata,26.91605022,2.563305632,77.91416882,Light Rain,0,Low
W261,2026-09-18,Kolkata,30.41090705,4.084102345,88.16596995,Light Rain,0,Low
W262,2026-09-19,Kolkata,25.94555454,3.381824053,71.5033882,Light Rain,0,Low
W263,2026-09-20,Kolkata,27.95127451,4.878759222,78.48787431,Light Rain,0,Low
W264,2026-09-21,Kolkata,26.04013042,8.231623535,75.99795222,Light Rain,0,Low
W265,2026-09-22,Kolkata,31.71951674,13.23985625,75.90350549,Rain,0,Low
W266,2026-09-23,Kolkata,25.70319104,15.71348762,96.02650431,Rain,0,Low
W267,2026-09-24,Kolkata,30.54506613,6.998078644,89.17656845,Light Rain,0,Low
W268,2026-09-25,Kolkata,30.46593567,2.253702067,79.83938241,Light Rain,0,Low
W269,2026-09-26,Kolkata,27.08989142,6.350553594,85.5330115,Light Rain,0,Low
W270,2026-09-27,Kolkata,29.95080397,16.47804046,80.05668468,Rain,0,Low
W271,2026-09-28,Kolkata,29.8089471,1.920891338,79.79027266,Light Rain,0,Low
W272,2026-09-29,Kolkata,33.33507792,0.082466474,75.10949063,Cloudy,0,Low
W273,2026-09-30,Kolkata,31.67230447,10.44470454,77.57833859,Rain,0,Low
W274,2026-10-01,Kolkata,30.4006512,0.743105133,70.20325775,Clear,0,Low
W275,2026-10-02,Kolkata,27.02630148,0.006333693,81.71682244,Cloudy,0,Low
W276,2026-10-03,Kolkata,24.20122006,1.115089966,79.3257953,Light Rain,0,Low
W277,2026-10-04,Kolkata,28.34826778,0.410288417,56.0318918,Clear,0,Low
W278,2026-10-05,Kolkata,31.71020676,0.487813781,65.4579464,Clear,0,Low
W279,2026-10-06,Kolkata,30.22828366,1.130935647,77.45411521,Light Rain,0,Low
W280,2026-10-07,Kolkata,30.54769833,0.000761612,78.19675902,Cloudy,0,Low
W281,2026-10-08,Kolkata,27.58059757,0.006529804,72.54125757,Clear,0,Low
W282,2026-10-09,Kolkata,27.42057131,7.947377468,77.45653154,Light Rain,0,Low
W283,2026-10-10,Kolkata,28.92860958,2.379333965,78.71968386,Light Rain,0,Low
W284,2026-10-11,Kolkata,25.2426911,1.565666004,73.79354669,Light Rain,0,Low
W285,2026-10-12,Kolkata,27.39044752,0.029170945,74.29703405,Clear,0,Low
W286,2026-10-13,Kolkata,29.53892157,0.560049097,62.52408146,Clear,0,Low
W287,2026-10-14,Kolkata,25.44053957,0.011137365,85.01872606,Cloudy,0,Low
W288,2026-10-15,Kolkata,27.08985344,0.280317763,64.4677634,Clear,0,Low
W289,2026-10-16,Kolkata,30.85003041,0.890964978,82.71947573,Cloudy,0,Low
W290,2026-10-17,Kolkata,30.7143389,1.105726188,78.24064307,Light Rain,0,Low
W291,2026-10-18,Kolkata,24.88319502,0.59621289,66.9651114,Clear,0,Low
W292,2026-10-19,Kolkata,31.36153659,0.944581655,78.22739185,Cloudy,0,Low
W293,2026-10-20,Kolkata,27.946206,1.232215624,84.78129644,Light Rain,0,Low
W294,2026-10-21,Kolkata,31.18189278,1.357761437,85.23762133,Light Rain,0,Low
W295,2026-10-22,Kolkata,25.72668904,0.056309405,76.83222266,Cloudy,0,Low
W296,2026-10-23,Kolkata,26.90045922,2.424013232,74.49965054,Light Rain,0,Low
W297,2026-10-24,Kolkata,31.94803866,0.163549001,73.87944022,Clear,0,Low
W298,2026-10-25,Kolkata,27.60775755,0.810302162,80.04033187,Cloudy,0,Low
W299,2026-10-26,Kolkata,30.7925157,1.525837846,81.23031152,Light Rain,0,Low
W300,2026-10-27,Kolkata,32.64196791,2.321864109,64.31313069,Light Rain,0,Low
W301,2026-10-28,Kolkata,28.41701186,0.587661303,81.9951259,Cloudy,0,Low
W302,2026-10-29,Kolkata,29.71690411,1.030746033,64.16938071,Light Rain,0,Low
W303,2026-10-30,Kolkata,27.65027016,0.345567449,78.99120753,Cloudy,0,Low
W304,2026-10-31,Kolkata,29.2427611,0.24225627,79.29166984,Cloudy,0,Low
W305,2026-11-01,Kolkata,23.93797762,1.398541992,65.93754914,Light Rain,0,Low
W306,2026-11-02,Kolkata,22.81433094,0.502381523,65.69858981,Clear,0,Low
W307,2026-11-03,Kolkata,27.9729636,1.535100136,77.44594152,Light Rain,0,Low
W308,2026-11-04,Kolkata,27.4693337,0.340367762,79.13883379,Cloudy,0,Low
W309,2026-11-05,Kolkata,24.19028865,4.234980074,65.07952532,Light Rain,0,Low
W310,2026-11-06,Kolkata,22.02878989,0.307838626,74.03833322,Clear,0,Low
W311,2026-11-07,Kolkata,23.66797591,0.42937894,75.26592503,Cloudy,0,Low
W312,2026-11-08,Kolkata,25.80089038,0.105553155,67.42004211,Clear,0,Low
